I
1130 Generated by WorldEditor 2.2.0r2

111  07.81879939 -076.71843492
111  07.81877081 -076.71848329
113  07.81865437 -076.71862127
110 4 0.00 0.0000 New Taxiway 35
111  07.80567912 -076.71362523
112  07.80539628 -076.71337851  07.80525475 -076.71330384
111  07.80525475 -076.71328111
112  07.80523296 -076.71324928  07.80521280 -076.71324302
111  07.80519418 -076.71323519
111  07.80509026 -076.71314281
111  07.80487260 -076.71308225
112  07.80457552 -076.71295825  07.80439012 -076.71285229
111  07.80420473 -076.71275534
111  07.80402836 -076.71267384
112  07.80348799 -076.71228815  07.80333746 -076.71222192
111  07.80288972 -076.71195700
112  07.80277007 -076.71187908  07.80277007 -076.71187519
112  07.80269287 -076.71152846  07.80277007 -076.71127133
111  07.80301324 -076.71088564
112  07.80312989 -076.71077705  07.80311445 -076.71071862
111  07.80316604 -076.71069579
111  07.80330382 -076.71069957
112  07.80343569 -076.71075152  07.80350645 -076.71076775
111  07.80359008 -076.71088138
111  07.80409031 -076.71117448
111  07.80418758 -076.71126330
111  07.80456738 -076.71150640
112  07.80521443 -076.71179864  07.80541063 -076.71194149
111  07.80538168 -076.71201291
111  07.80587702 -076.71230186
111  07.80622106 -076.71253016
112  07.80645265 -076.71274988  07.80649897 -076.71280599
111  07.80673139 -076.71284064
111  07.80683946 -076.71308998
111  07.80734278 -076.71339386
112  07.80758363 -076.71335178  07.80767163 -076.71331906
111  07.80769942 -076.71339386
111  07.80779206 -076.71347334
112  07.80803754 -076.71355281  07.80815334 -076.71353879
111  07.80819039 -076.71359021
111  07.80863040 -076.71385669
112  07.80886199 -076.71397357  07.80893147 -076.71409980
111  07.80901484 -076.71413252
112  07.80919085 -076.71420265  07.80925106 -076.71427745
111  07.81016911 -076.71476729
111  07.81020153 -076.71488417
111  07.81045628 -076.71504313
112  07.81059060 -076.71523480  07.81062765 -076.71530026
111  07.81088703 -076.71533298
112  07.81138726 -076.71552466  07.81159106 -076.71566024
111  07.81168369 -076.71570699
112  07.81205886 -076.71586127  07.81217466 -076.71593140
111  07.81416631 -076.71709083
112  07.81434232 -076.71728251  07.81437937 -076.71734797
111  07.81453222 -076.71739472
111  07.81561605 -076.71799781
112  07.81575037 -076.71802587  07.81578279 -076.71801184
111  07.81571922 -076.71807880
112  07.81570857 -076.71806684  07.81569735 -076.71806231
111  07.81540060 -076.71793304
111  07.81483101 -076.71760612
111  07.81435747 -076.71736262
112  07.81415421 -076.71713716  07.81405146 -076.71708756
111  07.81334871 -076.71666880
111  07.81199871 -076.71589264
112  07.81147764 -076.71567447  07.81139272 -076.71562382
111  07.81123447 -076.71552642
112  07.81107277 -076.71543281  07.81101916 -076.71542740
111  07.81076185 -076.71538681
112  07.81055277 -076.71527048  07.81049112 -076.71518661
111  07.81043215 -076.71509191
111  07.81018288 -076.71493499
111  07.81013656 -076.71479258
111  07.80922179 -076.71426663
112  07.80909055 -076.71418481  07.80902108 -076.71416923
111  07.80894774 -076.71414586
112  07.80877083 -076.71395301  07.80871615 -076.71394002
111  07.80858750 -076.71390106
111  07.80815005 -076.71362186
112  07.80771568 -076.71347231  07.80761919 -076.71338660
111  07.80752270 -076.71341777
112  07.80713672 -076.71334765  07.80692829 -076.71322298
111  07.80682021 -076.71317623
111  07.80675846 -076.71311779
111  07.80669670 -076.71293468
111  07.80648827 -076.71286845
111  07.80633572 -076.71270817
111  07.80592813 -076.71239494
111  07.80536768 -076.71205834
111  07.80533526 -076.71202562
112  07.80528894 -076.71191809  07.80521484 -076.71185732
111  07.80515925 -076.71181524
111  07.80494619 -076.71169369
111  07.80455250 -076.71154877
111  07.80415193 -076.71130341
111  07.80409079 -076.71123609
111  07.80351274 -076.71088827
111  07.80347384 -076.71082095
111  07.80331265 -076.71076485
111  07.80326819 -076.71074802
111  07.80324596 -076.71074241
111  07.80319077 -076.71074592
112  07.80318541 -076.71078650  07.80318541 -076.71078920
112  07.80318005 -076.71082167  07.80318005 -076.71082708
112  07.80315860 -076.71084331  07.80314520 -076.71085413
112  07.80312644 -076.71086766  07.80312108 -076.71087578
111  07.80306211 -076.71090824
111  07.80304517 -076.71090770
111  07.80281465 -076.71133246
112  07.80284146 -076.71187355  07.80311486 -076.71202776
111  07.80333733 -076.71216303
112  07.80376352 -076.71242276  07.80382517 -076.71247416
111  07.80396187 -076.71254721
112  07.80406641 -076.71263108  07.80411733 -076.71265272
111  07.80439342 -076.71280693
111  07.80469630 -076.71298008
111  07.80494290 -076.71305854
112  07.80513321 -076.71313429  07.80517610 -076.71318840
111  07.80523507 -076.71319381
112  07.80533156 -076.71326415  07.80534228 -076.71332638
111  07.80543074 -076.71331826
114  07.80565053 -076.71350765  07.80566929 -076.71358610
110 2 0.00 0.0000 New Taxiway 26
111  07.81614339 -076.71737252
111  07.81551298 -076.71699787
111  07.81560809 -076.71686186
111  07.81569823 -076.71690855
111  07.81566937 -076.71694678
111  07.81573202 -076.71703500
113  07.81617656 -076.71730493
110 1 0.00 0.0000 New Taxiway 25
111  07.81553912 -076.71831340
112  07.81559655 -076.71828897  07.81560772 -076.71827206
111  07.81614300 -076.71737133
111  07.81617671 -076.71730514
111  07.81573221 -076.71703458
111  07.81566967 -076.71694666
111  07.81569871 -076.71690833
111  07.81560713 -076.71686323
111  07.81567318 -076.71674847
111  07.81616834 -076.71705663
111  07.81629628 -076.71712025
111  07.81650909 -076.71675892
111  07.81671950 -076.71688748
111  07.81649933 -076.71728775
111  07.81656776 -076.71732551
111  07.81658434 -076.71742062
111  07.81683362 -076.71756789
111  07.81683585 -076.71742359
111  07.81699445 -076.71751153
111  07.81693860 -076.71760622
111  07.81695647 -076.71761073
111  07.81695424 -076.71769866
111  07.81707025 -076.71770709
111  07.81704635 -076.71774790
111  07.81695865 -076.71775118
111  07.81697416 -076.71786339
111  07.81692235 -076.71794724
111  07.81688583 -076.71770078
111  07.81634713 -076.71742134
111  07.81630245 -076.71739429
111  07.81630317 -076.71735962
111  07.81626102 -076.71737061
111  07.81569997 -076.71830214
114  07.81569617 -076.71840634  07.81571168 -076.71846766
110 2 0.00 0.0000 New Taxiway 29
111  07.81656690 -076.71732480
111  07.81649871 -076.71728942
111  07.81671951 -076.71688747
111  07.81680178 -076.71693516
111  07.81661683 -076.71726992
111  07.81663311 -076.71728443
111  07.81660821 -076.71731782
111  07.81658403 -076.71729580
113  07.81656914 -076.71731835
110 1 0.00 0.0000 New Taxiway 1
112  07.81807425 -076.71827544  07.81808508 -076.71828119
111  07.81811318 -076.71824590
112  07.81830510 -076.71786999  07.81830681 -076.71786827
112  07.81830990 -076.71781828  07.81828996 -076.71780333
111  07.81823924 -076.71782921
111  07.81774151 -076.71753836
111  07.81782319 -076.71739695
111  07.81795146 -076.71718123
111  07.81798091 -076.71715291
111  07.81844218 -076.71740750
111  07.81867835 -076.71725459
111  07.81885156 -076.71721203
111  07.81889177 -076.71728813
112  07.81869655 -076.71741706  07.81869688 -076.71741706
111  07.81864082 -076.71752758
111  07.81858173 -076.71758733
111  07.81860547 -076.71762162
111  07.81846289 -076.71784175
111  07.81853847 -076.71788567
111  07.81846328 -076.71802345
111  07.81835687 -076.71796270
111  07.81826096 -076.71806980
112  07.81814494 -076.71828973  07.81813513 -076.71830901
113  07.81814903 -076.71832017
110 1 0.00 0.0000 New Taxiway 43
111  07.81700739 -076.71739250
111  07.81700399 -076.71739001
111  07.81701666 -076.71736972
111  07.81706334 -076.71735132
111  07.81708628 -076.71737123
113  07.81706803 -076.71738927
110 1 0.00 0.0000 New Taxiway 42
111  07.81683628 -076.71742398
111  07.81689561 -076.71732672
111  07.81689370 -076.71727456
111  07.81699012 -076.71711670
111  07.81705913 -076.71715778
111  07.81705104 -076.71717382
111  07.81720360 -076.71726059
111  07.81713861 -076.71738098
111  07.81708606 -076.71737130
111  07.81706321 -076.71735120
111  07.81705172 -076.71736608
111  07.81701628 -076.71736944
111  07.81700409 -076.71738956
111  07.81694650 -076.71735155
112  07.81695183 -076.71740652  07.81696845 -076.71741863
111  07.81700537 -076.71739347
111  07.81701864 -076.71737550
111  07.81705556 -076.71737737
111  07.81706756 -076.71738855
113  07.81699438 -076.71751163
110 2 0.00 0.0000 New Taxiway 24
111  07.81832289 -076.71920964
111  07.81672163 -076.71827088
111  07.81708523 -076.71768417
113  07.81866619 -076.71862827
110 1 0.00 0.0000 New Taxiway 127
111  07.81767196 -076.71748305
111  07.81768430 -076.71745947
111  07.81771106 -076.71747510
113  07.81769925 -076.71749762
110 2 0.00 0.0000 New Taxiway 141
111  07.81785442 -076.71814377
111  07.81793841 -076.71800276
111  07.81796052 -076.71801364
113  07.81787702 -076.71815755
110 2 0.00 0.0000 New Taxiway 140
111  07.81797258 -076.71821359
111  07.81805815 -076.71806701
111  07.81807739 -076.71807770
113  07.81799283 -076.71822604
120 Linear Feature 3
111  07.80364891 -076.71173008 10
111  07.80376948 -076.71170629 10
115  07.80374458 -076.71158623
120 Linear Feature 2
111  07.80342164 -076.71158851 10
111  07.80353816 -076.71157046 10
115  07.80351884 -076.71146278
120 Linear Feature 12
111  07.81945751 -076.72101609 10
111  07.81942434 -076.72088567 10
115  07.81955257 -076.72086375
120 Linear Feature 11
111  07.81968809 -076.72114994 10
111  07.81965752 -076.72102595 10
115  07.81977856 -076.72099647
120 Linear Feature 10
111  07.81991919 -076.72128778 10
111  07.81988885 -076.72116128 10
115  07.82000034 -076.72113413
120 Linear Feature 9
111  07.82014505 -076.72141894 10
111  07.82012071 -076.72129761 10
115  07.82023484 -076.72126783
120 Linear Feature 24
111  07.81865377 -076.71862395 102
111  07.81866322 -076.71862992 102
111  07.81831935 -076.71920602 102
115  07.81772025 -076.71885296
120 Linear Feature 22
111  07.81735596 -076.71864204 102
111  07.81672665 -076.71827234 102
115  07.81692332 -076.71795119
120 Linear Feature 21
111  07.81829862 -076.71795124 22
115  07.81835378 -076.71785445
120 Linear Feature 20
111  07.81845010 -076.71776198 22
116  07.81831053 -076.71781461  07.81825069 -076.71778442
120 Linear Feature 18
111  07.80342226 -076.71159204 10
111  07.80354197 -076.71157311 10
115  07.80352252 -076.71146210
120 Linear Feature 17
111  07.80364979 -076.71173380 10
111  07.80377388 -076.71170901 10
115  07.80374803 -076.71158506
120 Linear Feature 22
111  07.82014167 -076.72141967 10
111  07.82011672 -076.72129544 10
115  07.82023392 -076.72126430
120 Linear Feature 21
111  07.81991576 -076.72128865 10
111  07.81988473 -076.72115870 10
115  07.81999952 -076.72113051
120 Linear Feature 20
111  07.81968463 -076.72115087 10
111  07.81965321 -076.72102327 10
115  07.81977770 -076.72099273
120 Linear Feature 19
111  07.81945391 -076.72101702 10
111  07.81942005 -076.72088282 10
115  07.81955201 -076.72086017
120 Linear Feature 2
111  07.81856172 -076.71857169 20
115  07.81845208 -076.71850647
120 Linear Feature 4
111  07.81945574 -076.72101654 10
111  07.81942214 -076.72088417 10
115  07.81955230 -076.72086206
120 Linear Feature 3
111  07.80342195 -076.71159018 10
111  07.80353998 -076.71157181 10
115  07.80352066 -076.71146245
120 Linear Feature 2
111  07.80364942 -076.71173193 10
111  07.80377158 -076.71170764 10
115  07.80374631 -076.71158543
120 Linear Feature 20
111  07.81720280 -076.71928428 51 101
115  07.81749406 -076.71879670
120 Linear Feature 19
111  07.81771832 -076.71885316 1
111  07.81832130 -076.71920599 1
111  07.81866365 -076.71862961 1
111  07.81865141 -076.71862180 1
116  07.81865203 -076.71862087  07.81865215 -076.71862074
120 Linear Feature 49
111  07.81815837 -076.71875785 30
111  07.81820659 -076.71885850 30
115  07.81844061 -076.71900437
120 Linear Feature 27
111  07.81579342 -076.71796193 54
115  07.81587380 -076.71801023
120 Linear Feature 26
111  07.81733700 -076.71888208 54 104
115  07.81749318 -076.71897488
120 Linear Feature 24
111  07.81777905 -076.71885244 52 103
115  07.81783647 -076.71875584
120 Linear Feature 23
111  07.81731490 -076.71857396 52 103
115  07.81737279 -076.71847728
120 Linear Feature 22
111  07.81749306 -076.71879835 51 101
116  07.81772923 -076.71875466  07.81786334 -076.71883643
120 Linear Feature 21
111  07.81749364 -076.71879768 51 101
116  07.81743088 -076.71857675  07.81733320 -076.71851697
120 Linear Feature 18
111  07.81672316 -076.71827055 1
115  07.81735754 -076.71863978
120 Linear Feature 16
111  07.81683889 -076.71742722 20
111  07.81683796 -076.71757350 20
115  07.81659371 -076.71743138
120 Linear Feature 15
111  07.81695478 -076.71770004 20
112  07.81695279 -076.71769728  07.81695279 -076.71769465 20
111  07.81695539 -076.71761302 20
111  07.81693722 -076.71760703 20
115  07.81699157 -076.71751219
120 Linear Feature 14
111  07.81706895 -076.71771016 20
115  07.81695483 -076.71769976
120 Linear Feature 13
111  07.81697305 -076.71786312 20
111  07.81695705 -076.71774942 20
115  07.81704709 -076.71774621
120 Linear Feature 12
111  07.81692372 -076.71794365 20
111  07.81688913 -076.71770590 20
112  07.81688097 -076.71769593  07.81687281 -076.71769203 20
115  07.81654861 -076.71751985
120 Linear Feature 11
111  07.81888998 -076.71728981 20
111  07.81869492 -076.71741490 20
111  07.81863787 -076.71752360 20
111  07.81849569 -076.71767591 20
112  07.81849659 -076.71767932  07.81849845 -076.71768095 20
115  07.81849696 -076.71768221
120 Linear Feature 10
111  07.81729216 -076.71781494 20
111  07.81738243 -076.71765919 20
111  07.81730876 -076.71761591 20
111  07.81748781 -076.71724731 20
111  07.81774639 -076.71741180 20
112  07.81782731 -076.71739608  07.81784623 -076.71736350 20
111  07.81795607 -076.71718369 20
111  07.81797925 -076.71716113 20
112  07.81799367 -076.71716321  07.81800269 -076.71716919 20
111  07.81843166 -076.71740869 20
112  07.81845935 -076.71740683  07.81847504 -076.71739751 20
111  07.81868088 -076.71725962 20
112  07.81873996 -076.71724157  07.81875438 -076.71723348 20
115  07.81876143 -076.71725951
120 Linear Feature 9
111  07.81806788 -076.71827851 20
111  07.81806923 -076.71827873 20
112  07.81811312 -076.71824563  07.81812800 -076.71821819 20
111  07.81816893 -076.71814020 20
111  07.81831382 -076.71786780 20
112  07.81831220 -076.71781516  07.81828747 -076.71780299 20
111  07.81828191 -076.71780674 20
111  07.81823863 -076.71782296 20
111  07.81774341 -076.71753861 20
111  07.81774410 -076.71753471 20
112  07.81770760 -076.71747125  07.81767021 -076.71744924 20
111  07.81760230 -076.71741280 20
112  07.81759773 -076.71741650  07.81759526 -076.71742025 20
115  07.81735336 -076.71784944
120 Linear Feature 8
111  07.81826796 -076.71805480 22
115  07.81849533 -076.71768407
120 Linear Feature 7
111  07.81826647 -076.71839160 20
112  07.81825911 -076.71838788  07.81825218 -076.71838477 20
111  07.81814680 -076.71832188 20
112  07.81814353 -076.71828820  07.81815466 -076.71826698 20
115  07.81826791 -076.71805478
120 Linear Feature 6
111  07.81861642 -076.71860002 22
115  07.81869431 -076.71851735
120 Linear Feature 48
111  07.81687424 -076.71802570 30
111  07.81721079 -076.71823177 30
111  07.81735753 -076.71826397 30
115  07.81815847 -076.71875798
120 Linear Feature 45
111  07.81729277 -076.71781444 20
112  07.81728640 -076.71781608  07.81728238 -076.71781358 20
115  07.81708106 -076.71769166
120 Linear Feature 44
111  07.81806763 -076.71827764 20
111  07.81735361 -076.71785622 20
116  07.81735365 -076.71784890  07.81735752 -076.71784283
120 Linear Feature 41
111  07.81625906 -076.71736482 1
115  07.81637337 -076.71716751
120 Linear Feature 34
111  07.81587445 -076.71801092 1
115  07.81625874 -076.71736486
120 Linear Feature 33
111  07.82014338 -076.72141930 10
111  07.82011865 -076.72129634 10
115  07.82023440 -076.72126611
120 Linear Feature 32
111  07.81991750 -076.72128821 10
111  07.81988668 -076.72115996 10
115  07.81999996 -076.72113239
120 Linear Feature 31
111  07.81968638 -076.72115038 10
111  07.81965538 -076.72102456 10
115  07.81977818 -076.72099462
120 Linear Feature 1
111  07.81786678 -076.71883718 51 101
115  07.81720047 -076.71843939
120 Linear Feature 25
111  07.81561395 -076.71835900 51 101
115  07.81654148 -076.71680341
120 Linear Feature 35
111  07.81579791 -076.71795988 1
115  07.81650690 -076.71677012
120 Linear Feature 37
111  07.81629978 -076.71735685 1
112  07.81630667 -076.71736434  07.81630630 -076.71737370 1
111  07.81630630 -076.71739242 1
115  07.81634820 -076.71741789
120 Linear Feature 36
111  07.81629994 -076.71735683 1
115  07.81625867 -076.71736485
120 Linear Feature 39
111  07.81637454 -076.71743006 2
115  07.81647866 -076.71724894
120 Linear Feature 38
111  07.81634818 -076.71741815 1
115  07.81638363 -076.71743604
120 Linear Feature 6
111  07.81851816 -076.71861635 30
115  07.81707802 -076.71776940
120 Linear Feature 14
111  07.81719182 -076.71800975 30
115  07.81709454 -076.71816021
120 Linear Feature 12
111  07.81722145 -076.71800751 30
115  07.81721947 -076.71802682
120 Linear Feature 11
111  07.81719131 -076.71801005 30
115  07.81722142 -076.71800749
120 Linear Feature 8
111  07.81707866 -076.71776836 20
112  07.81705928 -076.71777712  07.81705102 -076.71778963 20
111  07.81704807 -076.71779460 20
115  07.81689653 -076.71803865
120 Linear Feature 7
111  07.81707812 -076.71776952 30
112  07.81706035 -076.71777770  07.81705216 -076.71778946 30
115  07.81689728 -076.71803985
120 Linear Feature 6
111  07.81744851 -076.71816439 30
111  07.81741854 -076.71821854 30
115  07.81742941 -076.71830857
120 Linear Feature 10
111  07.81728355 -076.71791583 30
115  07.81729532 -076.71789754
120 Linear Feature 5
111  07.81744843 -076.71816492 30
111  07.81738574 -076.71800442 30
111  07.81740623 -076.71796280 30
111  07.81734877 -076.71792938 30
111  07.81733809 -076.71794761 30
111  07.81722985 -076.71788455 30
111  07.81724107 -076.71786530 30
111  07.81718577 -076.71783279 30
115  07.81715973 -076.71787449
120 Linear Feature 4
111  07.81764433 -076.71844130 30
111  07.81771440 -076.71832584 30
111  07.81766125 -076.71816609 30
111  07.81768328 -076.71812560 30
111  07.81761101 -076.71808331 30
111  07.81758672 -076.71812345 30
111  07.81742306 -076.71815182 30
115  07.81735769 -076.71826375
120 Linear Feature 3
111  07.81784801 -076.71827709 30
111  07.81768186 -076.71830540 30
115  07.81761110 -076.71842047
120 Linear Feature 2
111  07.81787400 -076.71823752 30
115  07.81784804 -076.71827708
120 Linear Feature 1
111  07.81792583 -076.71832350 30
111  07.81795011 -076.71828251 30
115  07.81787353 -076.71823748
120 Linear Feature 5
111  07.81859036 -076.71865732 20
115  07.81707841 -076.71776813
120 Linear Feature 4
111  07.81791104 -076.71860501 30
111  07.81797924 -076.71848606 30
115  07.81792596 -076.71832299
120 Linear Feature 3
111  07.81821927 -076.71862809 30
111  07.81818304 -076.71847399 30
111  07.81820773 -076.71843390 30
111  07.81813663 -076.71839198 30
111  07.81811389 -076.71843195 30
111  07.81794769 -076.71846662 30
115  07.81787857 -076.71858593
120 Linear Feature 2
111  07.81821544 -076.71861382 30
111  07.81822441 -076.71865025 30
115  07.81815843 -076.71875809
120 Linear Feature 1
111  07.81819207 -076.71863218 30
115  07.81812665 -076.71873872
120 Linear Feature 80
111  07.81843588 -076.71865174 52
115  07.81842986 -076.71864792
120 Linear Feature 79
111  07.81728237 -076.71848524 52
116  07.81728396 -076.71848903  07.81728537 -076.71848981
120 Linear Feature 77
111  07.81727376 -076.71844625 52
115  07.81728259 -076.71848652
120 Linear Feature 76
111  07.81696246 -076.71825693 51
115  07.81694461 -076.71828573
120 Linear Feature 75
111  07.81713043 -076.71835988 51
115  07.81711346 -076.71838644
120 Linear Feature 74
111  07.81739221 -076.71851932 51
115  07.81737775 -076.71854427
120 Linear Feature 73
111  07.81765335 -076.71868108 51
115  07.81764116 -076.71870165
120 Linear Feature 72
111  07.81791880 -076.71884281 51
115  07.81790769 -076.71886091
120 Linear Feature 60
111  07.81819575 -076.71900749 51
115  07.81818451 -076.71902635
120 Linear Feature 59
111  07.81820485 -076.71903782 52
115  07.81821472 -076.71902156
120 Linear Feature 55
111  07.81813828 -076.71848247 51
115  07.81813054 -076.71847774
120 Linear Feature 53
111  07.81815184 -076.71845998 51
115  07.81814340 -076.71845489
120 Linear Feature 52
111  07.81786936 -076.71833741 51
115  07.81786238 -076.71833328
120 Linear Feature 51
111  07.81788164 -076.71831888 51
115  07.81787446 -076.71831417
120 Linear Feature 49
111  07.81760714 -076.71817978 51
115  07.81760090 -076.71817581
120 Linear Feature 48
111  07.81761936 -076.71816148 51
115  07.81761245 -076.71815698
120 Linear Feature 47
111  07.81762453 -076.71815459 51
115  07.81761691 -076.71814964
120 Linear Feature 46
111  07.81733387 -076.71802904 51
115  07.81732813 -076.71802572
120 Linear Feature 38
111  07.81816789 -076.71842372 51
115  07.81792707 -076.71882859
120 Linear Feature 37
111  07.81820336 -076.71903819 51
116  07.81820486 -076.71903780  07.81820555 -076.71903693
120 Linear Feature 35
111  07.81842249 -076.71863462 51
115  07.81841395 -076.71862969
120 Linear Feature 36
111  07.81841072 -076.71865471 51
115  07.81840214 -076.71864978
120 Linear Feature 34
111  07.81842908 -076.71862362 51
115  07.81842058 -076.71861885
120 Linear Feature 33
111  07.81820467 -076.71899378 51
115  07.81844546 -076.71858705
120 Linear Feature 32
111  07.81843361 -076.71864880 52
115  07.81822349 -076.71900684
120 Linear Feature 31
111  07.81723406 -076.71787966 22
115  07.81724184 -076.71786642
120 Linear Feature 30
111  07.81722699 -076.71789205 22
115  07.81723520 -076.71787795
120 Linear Feature 29
111  07.81733704 -076.71794690 20
115  07.81734782 -076.71792875
120 Linear Feature 28
111  07.81760999 -076.71808292 20
111  07.81758603 -076.71812237 20
115  07.81744224 -076.71814742
120 Linear Feature 27
111  07.81787244 -076.71823744 20
111  07.81784732 -076.71827626 20
115  07.81770660 -076.71829989
120 Linear Feature 26
111  07.81797467 -076.71846792 22
111  07.81792763 -076.71832283 22
115  07.81795102 -076.71828357
120 Linear Feature 25
111  07.81813546 -076.71839196 20
111  07.81811316 -076.71843105 20
115  07.81797143 -076.71846047
120 Linear Feature 24
111  07.81840889 -076.71855281 22
111  07.81838456 -076.71859161 22
111  07.81822014 -076.71862622 22
111  07.81818446 -076.71847411 22
115  07.81820856 -076.71843497
120 Linear Feature 23
111  07.81851813 -076.71861632 30
115  07.81854182 -076.71863022
120 Linear Feature 22
111  07.81855476 -076.71882359 22
111  07.81849651 -076.71865699 22
115  07.81851871 -076.71861710
120 Linear Feature 88
111  07.81704706 -076.71774621 20
112  07.81704651 -076.71774960  07.81704504 -076.71775176 20
111  07.81697491 -076.71786377 20
116  07.81697307 -076.71786297  07.81697272 -076.71786040
120 Linear Feature 133
111  07.81798159 -076.71724228 20
115  07.81794506 -076.71722002
120 Linear Feature 132
112  07.81800842 -076.71731172  07.81800873 -076.71731140 20
115  07.81802920 -076.71727262
120 Linear Feature 131
111  07.81791563 -076.71749554 20
115  07.81793894 -076.71745295
120 Linear Feature 108
111  07.81837750 -076.71764206 25
115  07.81795742 -076.71741158
120 Linear Feature 107
111  07.81837840 -076.71764049 25
115  07.81795825 -076.71740990
120 Linear Feature 130
112  07.81796509 -076.71740457  07.81796536 -076.71740404 20
115  07.81798583 -076.71736457
120 Linear Feature 128
111  07.81795907 -076.71728616 20
115  07.81791905 -076.71726188
120 Linear Feature 126
111  07.81812383 -076.71827237 22
111  07.81813363 -076.71825706 22
111  07.81818623 -076.71815381 22
115  07.81829856 -076.71795070
120 Linear Feature 123
111  07.81813763 -076.71829818 25
115  07.81809371 -076.71826916
120 Linear Feature 122
111  07.81814081 -076.71829353 25
115  07.81809889 -076.71826547
120 Linear Feature 125
111  07.81814293 -076.71829028 25
115  07.81810204 -076.71826298
120 Linear Feature 124
111  07.81814187 -076.71829193 25
115  07.81810055 -076.71826441
120 Linear Feature 121
111  07.81814404 -076.71828856 25
115  07.81810358 -076.71826172
120 Linear Feature 120
111  07.81813663 -076.71829975 25
115  07.81809196 -076.71827029
120 Linear Feature 119
111  07.81813976 -076.71829502 25
115  07.81809721 -076.71826661
120 Linear Feature 118
111  07.81813869 -076.71829659 25
115  07.81809547 -076.71826794
120 Linear Feature 116
111  07.81742401 -076.71740216 20
115  07.81745178 -076.71735682
120 Linear Feature 115
111  07.81746848 -076.71743002 20
115  07.81749514 -076.71738737
120 Linear Feature 111
111  07.81733181 -076.71781549 22
115  07.81741311 -076.71767429
120 Linear Feature 110
111  07.81736087 -076.71783500 25
115  07.81730349 -076.71780025
120 Linear Feature 109
111  07.81735572 -076.71784306 25
115  07.81729874 -076.71780846
120 Linear Feature 108
111  07.81735660 -076.71784173 25
115  07.81729962 -076.71780698
120 Linear Feature 107
111  07.81735879 -076.71783840 25
115  07.81730159 -076.71780373
120 Linear Feature 106
111  07.81735769 -076.71783998 25
115  07.81730061 -076.71780536
120 Linear Feature 105
111  07.81735987 -076.71783668 25
115  07.81730262 -076.71780204
120 Linear Feature 104
111  07.81748450 -076.71791313 25
115  07.81744898 -076.71788984
120 Linear Feature 103
111  07.81748347 -076.71791479 25
115  07.81744817 -076.71789148
120 Linear Feature 102
111  07.81748568 -076.71791147 25
115  07.81745024 -076.71788813
120 Linear Feature 101
111  07.81748144 -076.71791819 25
115  07.81744599 -076.71789498
120 Linear Feature 100
111  07.81748248 -076.71791646 25
115  07.81744696 -076.71789295
120 Linear Feature 99
111  07.81748688 -076.71790985 25
115  07.81745150 -076.71788656
120 Linear Feature 98
111  07.81756358 -076.71796640 25
115  07.81752843 -076.71794326
120 Linear Feature 97
